,Date / Time,City,State,Shape
46153,3/14/12 19:00,Austin,TX,Disk
46154,3/14/12 14:00,Lafayette,CO,Rectangle
46155,3/14/12 13:00,Denver,CO,Sphere
46156,3/14/12 04:35,Hudson,WI,Other
46157,3/14/12 02:00,Wilmington,NC,Sphere
46158,3/14/12 01:00,Orleans,MA,Flash
46159,3/14/12 00:03,Weymouth,MA,Triangle
46160,3/13/12 23:00,Binghamton,NY,Formation
46161,3/13/12 22:10,Richland,WA,Changing
46162,3/13/12 22:10,Shadyside,OH,Light
46163,3/13/12 21:30,Winterville,NC,Triangle
46164,3/13/12 21:30,Johnstown,PA,Triangle
46165,3/13/12 21:00,Las Vegas,NV,Flash
46166,3/13/12 21:00,Crystal Beach,FL,Light
46167,3/13/12 20:43,Andover,MN,Formation
46168,3/13/12 20:30,Fort Wayne,IN,Light
46169,3/13/12 20:20,Sykesville,MD,Triangle
46170,3/13/12 20:00,North Vernon,IN,Light
46171,3/13/12 19:00,Port Charlotte,FL,Circle
46172,3/13/12 07:14,Madera/Fresno,CA,Triangle
46173,3/13/12 06:50,Fort Worth,TX,Light
46174,3/13/12 01:26,Newark,OH,Circle
46175,3/13/12 01:00,Newark,OH,Circle
46176,3/13/12 00:00,Saratoga Springs,NY,Changing
46177,3/12/12 22:04,Syracuse,NY,Other
46178,3/12/12 21:45,Chillicothe,OH,Fireball
46179,3/12/12 21:45,Palmer,AK,Sphere
46180,3/12/12 21:00,Monticello,NY,Oval
46181,3/12/12 21:00,Saint Joseph,MO,Changing
46182,3/12/12 20:29,Oakley,CA,Diamond
46183,3/12/12 19:45,Ellensburg,WA,Triangle
46184,3/12/12 14:30,Maineville,OH,Circle
46185,3/12/12 11:54,Sunset Hills,MO,Changing
46186,3/12/12 04:30,Salem,OH,Formation
46187,3/12/12 01:02,Rock Springs,WY,Chevron
46188,3/12/12 00:00,Ocala,FL,Cigar
46189,3/11/12 23:00,Albuquerque,NM,Cylinder
46190,3/11/12 21:30,Mauldin,SC,Oval
46191,3/11/12 21:00,East Elmhurst,NY,Light
46192,3/11/12 20:55,Ogdensburg,NY,Oval
46193,3/11/12 20:45,Chapin,SC,Circle
46194,3/11/12 20:35,The Dalles,OR,Light
46195,3/11/12 20:00,Schaghticoke,NY,Light
46196,3/11/12 19:50,Windham,ME,Changing
46197,3/11/12 19:30,Lake Forest,IL,Formation
46198,3/11/12 07:00,Maumee,OH,Circle
46199,3/10/12 23:30,Ventura,CA,Circle
46200,3/10/12 23:00,Orlando,FL,Fireball
46201,3/10/12 23:00,Hardin,MT,Flash
46202,3/10/12 22:30,Defiance,MO,Triangle
46203,3/10/12 22:00,Sebastian,FL,Light
46204,3/10/12 21:54,Pendleton,IN,Triangle
46205,3/10/12 21:00,Chicago,IL,Other
46206,3/10/12 21:00,Jacksonville,NC,Sphere
46207,3/10/12 20:43,Franklin,WI,Light
46208,3/10/12 20:30,Gibsonville,NC,Sphere
46209,3/10/12 20:23,New Britain,CT,Cigar
46210,3/10/12 20:00,Santa Ana,CA,Oval
46211,3/10/12 20:00,West Islip,NY,Sphere
46212,3/10/12 20:00,Santa Ana,CA,Oval
46213,3/10/12 19:54,Wentzville,MO,Fireball
46214,3/10/12 19:30,Hooksett,NH,Triangle
46215,3/10/12 19:30,Naples,FL,Light
46216,3/10/12 19:14,Hendersonville,TN,Disk
46217,3/10/12 19:00,Reno,NV,Fireball
46218,3/10/12 19:00,Sarasota,FL,Triangle
46219,3/10/12 18:45,Smithfield,NC,Fireball
46220,3/10/12 18:45,Redding,CA,Fireball
46221,3/10/12 18:23,Plantsville,CT,Other
46222,3/10/12 15:45,Lawrence,KS,Diamond
46223,3/10/12 11:00,Selma,CA,Light
46224,3/10/12 02:00,Yuma,AZ,Disk
46225,3/9/12 23:15,Bloomington,IL,Chevron
46226,3/9/12 22:12,Appleton,WI,Circle
46227,3/9/12 21:00,Sheboygan,WI,Circle
46228,3/9/12 20:22,Stockton,CA,Light
46229,3/9/12 20:00,Beaver,PA,Light
46230,3/9/12 20:00,Sacramento,CA,Changing
46231,3/9/12 13:00,Caledonia,WI,Light
46232,3/9/12 09:00,Mesa,AZ,Rectangle
46233,3/9/12 07:20,Phoenix,AZ,Light
46234,3/9/12 05:30,Carteret,NJ,Chevron
46235,3/9/12 01:30,Grass Valley,CA,Light
46236,3/9/12 00:45,Draper/Suncrest,UT,Circle
46237,3/8/12 21:00,Blue Bell,PA,Triangle
46238,3/8/12 20:00,Sloatsburg,NY,Light
46239,3/8/12 19:35,Santa Clara,CA,Changing
46240,3/8/12 19:30,Baraboo,WI,Diamond
46241,3/8/12 19:00,Penn Laird,VA,Diamond
46242,3/8/12 19:00,Bremerton,WA,Fireball
46243,3/8/12 01:30,Baltimore,MD,Changing
46244,3/8/12 00:00,Wellington,KS,Circle
46245,3/7/12 23:20,New York,NY,Disk
46246,3/7/12 22:30,Chicago,IL,Light
46247,3/7/12 22:00,Marietta,GA,Fireball
46248,3/7/12 21:30,Troy,MI,Light
46249,3/7/12 21:14,Greenlawn,NY,Disk
46250,3/7/12 20:15,Citrus Heights,CA,Fireball
46251,3/7/12 19:40,West Allis,WI,Triangle
46252,3/7/12 18:00,Cincinnati,OH,Circle
46253,3/7/12 10:43,Margate,FL,Light
46254,3/6/12 23:00,Sacramento,CA,Light
46255,3/6/12 22:55,Rockford,IL,Triangle
46256,3/6/12 21:00,Citrus Heights,CA,Oval
46257,3/6/12 21:00,Troy,MI,Light
46258,3/6/12 20:30,Albuquerque,NM,Light
46259,3/6/12 17:40,Rocky Hill,CT,Light
46260,3/6/12 15:50,Loring,ME,Cylinder
46261,3/6/12 07:45,Bloomington (near I-494 and Hwy. 77),MN,Sphere
46262,3/5/12 22:00,McCaysville,GA,Light
46263,3/5/12 22:00,Ainsworth,NE,Light
46264,3/5/12 21:30,Rutland,VT,Fireball
46265,3/5/12 20:45,Rockaway,NJ,Flash
46266,3/5/12 20:41,Bellingham,WA,Sphere
46267,3/5/12 20:10,Leesburg,VA,Fireball
46268,3/5/12 20:10,Rockaway,NJ,Fireball
46269,3/5/12 20:05,Middletown,NY,Light
46270,3/5/12 20:00,Kurtistown,HI,Light
46271,3/5/12 20:00,Hummelstown,PA,Fireball
46272,3/5/12 19:58,Blackwood,NJ,Flash
46273,3/5/12 11:30,Davenport,IA,Oval
46274,3/5/12 10:00,Nogales,AZ,Triangle
46275,3/5/12 06:45,Jackson,GA,Other
46276,3/4/12 21:00,Ventura,CA,Triangle
46277,3/4/12 20:05,Tomball,TX,Circle
46278,3/4/12 20:00,Walkerton,IN,Light
46279,3/4/12 15:45,Soulsbyville,CA,Changing
46280,3/4/12 13:30,Los Angeles (mid-city),CA,Triangle
46281,3/4/12 07:30,Dallas,TX,Light
46282,3/4/12 03:00,Hollywood,CA,Other
46283,3/4/12 01:00,West Jordan,UT,Circle
46284,3/3/12 23:30,Sarasota County,FL,Oval
46285,3/3/12 23:30,Albany,NY,Triangle
46286,3/3/12 23:15,Lavergne,TN,Circle
46287,3/3/12 22:30,Maidens,VA,Oval
46288,3/3/12 22:15,Bethel,AK,Light
46289,3/3/12 22:15,Greensboro,NC,Light
46290,3/3/12 21:50,Silver Spring,MD,Formation
46291,3/3/12 21:50,Palm Bay,FL,Fireball
46292,3/3/12 21:25,Vernal,UT,Fireball
46293,3/3/12 20:42,Sacramento,CA,Light
46294,3/3/12 19:23,Grass Valley,CA,Other
46295,3/3/12 19:00,Philadelphia,PA,Other
46296,3/3/12 19:00,Philadelphia,PA,Other
46297,3/3/12 19:00,St. Charles,IL,Triangle
46298,3/3/12 18:30,Cary,NC,Oval
46299,3/3/12 17:30,Alto,TN,Fireball
46300,3/3/12 16:00,Pollock Pines,CA,Light
46301,3/3/12 01:10,Miami,FL,Light
46302,3/2/12 23:30,Seattle,WA,Light
46303,3/2/12 23:00,Orlando,FL,Fireball
46304,3/2/12 22:00,Tempe,AZ,Cylinder
46305,3/2/12 20:00,St. Petersburg,FL,Circle
46306,3/2/12 20:00,Natick,MA,Light
46307,3/2/12 19:30,Maumee,OH,Sphere
46308,3/2/12 19:30,Anchorage,AK,Light
46309,3/2/12 13:45,San Dimas,CA,Circle
46310,3/2/12 01:50,Landover,MD,Triangle
46311,3/1/12 22:27,Hagerstown,IN,Oval
46312,3/1/12 21:30,Stuart,FL,Fireball
46313,3/1/12 21:00,Pittsburgh,PA,Triangle
46314,3/1/12 20:30,Sedona,AZ,Cigar
46315,3/1/12 20:00,Pleasanton,IA,Other
46316,3/1/12 20:00,Summerville,SC,Circle
46317,3/1/12 19:00,Vernal,UT,Light
46318,3/1/12 18:45,Melbourne,FL,Fireball
46319,3/1/12 04:26,Greensburg,IN,Disk
46320,3/1/12 03:00,Williston,ND,Other
46321,4/30/12 22:15,Surprise,AZ,Oval
46322,4/30/12 21:30,St. George,UT,Circle
46323,4/30/12 21:00,Fresno,CA,Triangle
46324,4/30/12 20:43,San Tan Valley,AZ,Light
46325,4/30/12 15:00,Centrailia,KS,Oval
46326,4/30/12,Ipswich,MA,Sphere
46327,4/29/12 23:45,Melbourne,FL,Light
46328,4/29/12 22:45,Elmsford,NY,Fireball
46329,4/29/12 21:30,Orlando,FL,Circle
46330,4/29/12 21:22,Kingwood,TX,Other
46331,4/29/12 21:05,Farmington,NM,Sphere
46332,4/29/12 21:02,Hopkinton,MA,Sphere
46333,4/29/12 20:30,Woodstock,NY,Light
46334,4/29/12 17:00,Saratoga Springs,UT,Formation
46335,4/29/12 03:00,Tum Tum,WA,Light
46336,4/29/12 02:00,Jacksonville,FL,Disk
46337,4/29/12 01:00,Newark,NJ,Fireball
46338,4/28/12 23:00,Holly,MI,Triangle
46339,4/28/12 22:10,Las Cruces,NM,Other
46340,4/28/12 21:45,Salem,OR,Formation
46341,4/28/12 21:38,Saint Cloud,MN,Circle
46342,4/28/12 21:00,Rancho Cucamonga,CA,Fireball
46343,4/28/12 21:00,Charlotte,NC,Triangle
46344,4/28/12 21:00,Mount Airy (vicinity),MD,Light
46345,4/28/12 20:42,Charlottesville,VA,Flash
46346,4/28/12 20:40,Riverside,CA,Triangle
46347,4/28/12 20:00,Cordova,SC,Cigar
46348,4/28/12 19:30,Chandler,AZ,Changing
46349,4/28/12 19:00,St. Cloud,MN,Light
46350,4/28/12 13:37,Sarasota,FL,Cigar
46351,4/28/12 08:10,Surprise,AZ,Light
46352,4/28/12 01:00,Eagle River,AK,Fireball
46353,4/27/12 23:27,Royersford,PA,Oval
46354,4/27/12 22:30,Schaumburg,IL,Fireball
46355,4/27/12 22:00,San Jose,CA,Light
46356,4/27/12 21:40,Greensboro,NC,Sphere
46357,4/27/12 21:00,New York City (Brooklyn),NY,Light
46358,4/27/12 21:00,Conway,AR,Light
46359,4/27/12 21:00,Tiffin,OH,Flash
46360,4/27/12 20:45,Olyphant,PA,Fireball
46361,4/27/12 20:26,Las Vegas,NV,Oval
46362,4/27/12 20:24,Virginia Beach,VA,Fireball
46363,4/27/12 19:30,Ocala,FL,Rectangle
46364,4/27/12 03:30,Monroe,MI,Triangle
46365,4/26/12 22:35,Littleton,CO,Light
46366,4/26/12 22:00,Bremen,IN,Oval
46367,4/26/12 22:00,Harlingen,TX,Oval
46368,4/26/12 21:35,Geneva,FL,Triangle
46369,4/26/12 21:30,Symsonia,KY,Light
46370,4/26/12 21:22,Simi Valley,CA,Light
46371,4/26/12 21:00,Miami,FL,Chevron
46372,4/26/12 20:55,St. Simons Island,GA,Circle
46373,4/26/12 20:28,Mammoth,AZ,Light
46374,4/26/12 15:15,Otis AFB,MA,Other
46375,4/26/12 11:57,Collinsville,IL,Light
46376,4/26/12 11:10,Monroeville,PA,Circle
46377,4/26/12 07:35,Pella,IA,Disk
46378,4/26/12 01:45,Topeka,KS,Other
46379,4/26/12 01:45,Upland,CA,Oval
46380,4/26/12 01:30,New Palestine,IN,Diamond
46381,4/26/12 00:00,Big Pine Key,FL,Chevron
46382,4/25/12 23:30,Bismarck,ND,Triangle
46383,4/25/12 23:15,Circleville,NY,Triangle
46384,4/25/12 23:00,Sunderland-Arlington,VT,Sphere
46385,4/25/12 22:35,Citrus Springs,FL,Light
46386,4/25/12 22:15,Tylertown,MS,Oval
46387,4/25/12 21:45,Portal,GA,Fireball
46388,4/25/12 21:15,Hephzibah,GA,Circle
46389,4/25/12 12:00,Okeechobee,FL,Light
46390,4/25/12 07:30,Spring,TX,Sphere
46391,4/25/12 05:45,Cave Spring,GA,Other
46392,4/24/12 23:00,Valley-Omaha,NE,Fireball
46393,4/24/12 22:55,Highland,UT,Circle
46394,4/24/12 22:30,Highland Village,TX,Other
46395,4/24/12 22:10,Scottsdale,AZ,Sphere
46396,4/24/12 22:00,Olathe,KS,Other
46397,4/24/12 22:00,Beverly Hills,FL,Other
46398,4/24/12 21:45,Cedar Rapids,IA,Light
46399,4/24/12 21:00,Marshville,NC,Circle
46400,4/24/12 20:55,Gulfport,MS,Disk
46401,4/24/12 17:00,Gresham,OR,Circle
46402,4/24/12 16:45,Ada,OK,Cigar
46403,4/24/12 14:00,Raleigh,NC,Cylinder
46404,4/24/12 05:20,Noblesville,IN,Circle
46405,4/24/12 02:45,Rochester,WA,Sphere
46406,4/23/12 22:40,Cedar Park,TX,Chevron
46407,4/23/12 22:21,Grindstone,PA,Light
46408,4/23/12 22:03,Stockton(west of),CA,Light
46409,4/23/12 22:00,Hinesville,GA,Light
46410,4/23/12 21:54,Marco Island,FL,Cylinder
46411,4/23/12 21:50,Rio Rancho,NM,Light
46412,4/23/12 21:14,St. Helena,NC,Triangle
46413,4/23/12 21:00,Richardson,TX,Triangle
46414,4/23/12 20:30,Windsor,IL,Circle
46415,4/23/12 14:33,Melbourne,FL,Other
46416,4/23/12 11:43,Greer,SC,Flash
46417,4/23/12 09:30,Maple Grove,MN,Circle
46418,4/23/12 05:00,McPherson,KS,Circle
46419,4/23/12 04:15,Decatur,IL,Cigar
46420,4/23/12,Juneau,AK,Light
46421,4/22/12 22:20,Marysville,CA,Light
46422,4/22/12 22:10,Rapid City,SD,Other
46423,4/22/12 22:00,Mountain Home,ID,Flash
46424,4/22/12 21:36,Everett,WA,Triangle
46425,4/22/12 21:30,Carlisle,PA,Sphere
46426,4/22/12 21:00,Kennesaw,GA,Circle
46427,4/22/12 21:00,Cedar Lake,IN,Light
46428,4/22/12 21:00,West Palm Beach,FL,Sphere
46429,4/22/12 20:45,Royse City,TX,Formation
46430,4/22/12 20:32,Vancouver,WA,Fireball
46431,4/22/12 18:00,San Diego,CA,Light
46432,4/22/12 13:00,Albuquerque,NM,Rectangle
46433,4/22/12 11:08,Yakima,WA,Fireball
46434,4/22/12 07:30,Shaver Lake,CA,Fireball
46435,4/22/12 02:30,GA/FL border,FL,Light
46436,4/22/12 02:15,Lewisville Tx,TX,Formation
46437,4/22/12 01:00,Vancouver,WA,Oval
46438,4/22/12 00:15,Fort Worth,TX,Chevron
46439,4/21/12 23:05,Rock Springs,WY,Circle
46440,4/21/12 22:40,North Bend,WA,Circle
46441,4/21/12 22:35,Portland,OR,Light
46442,4/21/12 22:25,Olympia,WA,Sphere
46443,4/21/12 22:25,Auburn,WA,Circle
46444,4/21/12 22:00,Bremerton,WA,Triangle
46445,4/21/12 21:30,Arnold,MO,Fireball
46446,4/21/12 21:15,Joliet,IL,Triangle
46447,4/21/12 21:00,Lakewood,CO,Light
46448,4/21/12 21:00,Las Vegas,NV,Circle
46449,4/21/12 21:00,Santa Cruz,CA,Oval
46450,4/21/12 20:40,Sparks,NV,Oval
46451,4/21/12 20:30,"Reedly/Sander, (near); SANGER",CA,Sphere
46452,4/21/12 20:00,Hemet,CA,Sphere
46453,4/21/12 19:45,Surpise,AZ,Light
46454,4/21/12 17:45,Bay Shore,NY,Fireball
46455,4/21/12 15:00,colorado springs,CO,Light
46456,4/21/12 12:40,Seattle,WA,Disk
46457,4/21/12 08:30,St. George,UT,Fireball
46458,4/21/12 05:23,Salt Lake City,UT,Sphere
46459,4/21/12 01:00,Indio,CA,Triangle
46460,4/21/12,Littleton,CO,Other
46461,4/21/12,Wilmington,NC,Light
46462,4/20/12 23:30,Baldwinsville,NY,Triangle
46463,4/20/12 23:10,Argyle,FL,Oval
46464,4/20/12 23:00,Atascosa,TX,Light
46465,4/20/12 23:00,longboat Key,FL,Other
46466,4/20/12 23:00,Clinton,UT,Light
46467,4/20/12 22:05,Jeffersonville,IN,Light
46468,4/20/12 22:00,Concord,NC,Light
46469,4/20/12 21:37,Caldwell,ID,Light
46470,4/20/12 21:33,Lake Elsinore,CA,Chevron
46471,4/20/12 21:00,Shawnee,KS,Circle
46472,4/20/12 20:45,Mason City,IA,Light
46473,4/20/12 17:00,Boston,MA,Cylinder
46474,4/20/12 15:00,Merritt Island,FL,Sphere
46475,4/20/12 09:34,Monroeville,PA,Light
46476,4/20/12 05:00,Knoxville,TN,Flash
46477,4/20/12 00:43,Fargo,ND,Triangle
46478,4/19/12 23:37,Clinton,UT,Light
46479,4/19/12 22:40,Austin,TX,Chevron
46480,4/19/12 21:33,Ironwood,MI,Circle
46481,4/19/12 21:33,Ironwood,MI,Light
46482,4/19/12 21:30,Montreal,WI,Light
46483,4/19/12 20:42,Scarborough,ME,Light
46484,4/19/12 20:42,Scarborough,ME,Circle
46485,4/19/12 20:42,Scarborough,ME,Light
46486,4/19/12 20:00,Whitehall,AR,Rectangle
46487,4/19/12 20:00,Katy,TX,Triangle
46488,4/19/12 19:45,Las Vegas,NV,Light
46489,4/19/12 19:00,Elyria,OH,Light
46490,4/19/12 18:25,Sacramento,CA,Triangle
46491,4/19/12 17:45,Perkasie,PA,Changing
46492,4/18/12 23:45,Bermuda Dunes,CA,Oval
46493,4/18/12 23:42,Schulenburg,TX,Other
46494,4/18/12 23:30,Huntington,IN,Light
46495,4/18/12 23:30,Harpswell,ME,Sphere
46496,4/18/12 23:00,Indian Ridge/Davenport,FL,Light
46497,4/18/12 23:00,Monroe,MI,Light
46498,4/18/12 22:15,bloomfield,CT,Triangle
46499,4/18/12 21:15,El Centro,CA,Formation
46500,4/18/12 21:00,Corona,CA,Circle
46501,4/18/12 20:55,Fordland,MO,Light
46502,4/18/12 20:25,El Centro,CA,Cigar
46503,4/18/12 20:00,Bigelow,AR,Light
46504,4/18/12 19:00,Virginia Beach,VA,Sphere
46505,4/18/12 12:41,Atascadero,CA,Cylinder
46506,4/18/12 12:00,Dayton,OH,Other
46507,4/18/12 12:00,Escondido,CA,Light
46508,4/18/12 10:30,Niagara Falls,NY,Circle
46509,4/18/12 09:00,Grand Bay,AL,Circle
46510,4/17/12 23:50,Leo/Laotto/Garrett,IN,Sphere
46511,4/17/12 23:30,Buckhorn,NM,Disk
46512,4/17/12 23:00,Las Vegas,NV,Changing
46513,4/17/12 23:00,Las Vegas,NV,Circle
46514,4/17/12 22:50,Pompano Beach,FL,Disk
46515,4/17/12 22:50,Sherman Oaks,CA,Diamond
46516,4/17/12 22:24,Livingston,TX,Light
46517,4/17/12 22:23,San Juan Capistrano,CA,Light
46518,4/17/12 22:00,Cambridge City,IN,Light
46519,4/17/12 22:00,Colorado Springs,CO,Light
46520,4/17/12 22:00,Albuquerque,NM,Flash
46521,4/17/12 21:35,Grand Rapids,MI,Triangle
46522,4/17/12 21:30,Cudjoe Key,FL,Triangle
46523,4/17/12 21:30,Des Allemands,LA,Circle
46524,4/17/12 21:30,Victoria,TX,Rectangle
46525,4/17/12 21:10,West Hollywood,CA,Sphere
46526,4/17/12 20:10,Myrtle Beach,SC,Light
46527,4/17/12 20:06,Keene,NH,Oval
46528,4/17/12 07:30,Palm Harbor,FL,Cylinder
46529,4/17/12 07:05,Los Banos,CA,Rectangle
46530,4/17/12 00:00,Bemidji,MN,Fireball
46531,4/16/12 23:33,Bethpage,NY,Flash
46532,4/16/12 23:00,Fall River,MA,Other
46533,4/16/12 23:00,Albuquerque,NM,Flash
46534,4/16/12 22:50,Charlotte,NC,Light
46535,4/16/12 22:30,Langhorne,PA,Formation
46536,4/16/12 22:04,Melbourne,FL,Circle
46537,4/16/12 21:30,Natick,MA,Triangle
46538,4/16/12 21:20,Greenland,NH,Flash
46539,4/16/12 20:53,Buckeye,AZ,Light
46540,4/16/12 20:34,Old Town,ME,Light
46541,4/16/12 19:00,New Sharon,ME,Circle
46542,4/16/12 18:00,Oakland,CA,Disk
46543,4/16/12 08:00,Los Banos (near),CA,Rectangle
46544,4/16/12 08:00,Los Banos,CA,Oval
46545,4/16/12 07:48,Pacheco Pass,CA,Rectangle
46546,4/16/12 07:25,Dinosaur Point (Pacheco Pass on SR152),CA,Cigar
46547,4/16/12 07:20,Santa Nella,CA,Rectangle
46548,4/16/12 07:00,Merced County,CA,Other
46549,4/16/12 04:00,Newark,OH,Light
46550,4/15/12 23:30,Bethpage,NY,Circle
46551,4/15/12 22:00,Las Cruces,NM,Other
46552,4/15/12 20:45,Wichita,KS,Light
46553,4/15/12 20:00,johnson city,TN,Triangle
46554,4/15/12 14:15,Shawnee,OK,Rectangle
46555,4/15/12 14:00,Bohemia,NY,Oval
46556,4/15/12 10:00,Bemidji,MN,Other
46557,4/15/12 03:23,Merritt Island,FL,Fireball
46558,4/15/12 02:00,Austin/Florence,TX,Changing
46559,4/15/12 01:20,North Augusta,SC,Circle
46560,4/14/12 23:15,North Wilkesboro,NC,Light
46561,4/14/12 22:00,Spokane Valley,WA,Light
46562,4/14/12 21:50,Harlan,KY,Triangle
46563,4/14/12 21:30,Ben Lomond,CA,Fireball
46564,4/14/12 21:15,Lake Havasu City,AZ,Oval
46565,4/14/12 21:15,Palm Springs,CA,Circle
46566,4/14/12 20:00,Amarillo,TX,Circle
46567,4/14/12 19:00,McCaysville,GA,Light
46568,4/14/12 19:00,Lake Villa,IL,Circle
46569,4/14/12 11:15,Wyoming,MI,Sphere
46570,4/14/12 06:00,Belcourt,ND,Circle
46571,4/13/12 23:30,St. Petersburg,FL,Formation
46572,4/13/12 22:00,Huntertown,IN,Light
46573,4/13/12 20:30,Bristol,CT,Sphere
46574,4/13/12 20:26,St. Amant,LA,Triangle
46575,4/13/12 20:00,Vista Point,CA,Fireball
46576,4/13/12 17:09,Torrington,CT,Circle
46577,4/12/12 21:30,Parma,OH,Fireball
46578,4/12/12 21:20,Coulee City,WA,Light
46579,4/12/12 21:20,Lynchburg,TN,Sphere
46580,4/12/12 21:15,James Island,SC,Triangle
46581,4/12/12 21:00,Seal Cove,ME,Sphere
46582,4/12/12 21:00,Dayton,PA,Circle
46583,4/12/12 21:00,Palm Springs,CA,Oval
46584,4/12/12 20:15,Norfolk,VA,Changing
46585,4/12/12 20:05,McHenry,IL,Light
46586,4/12/12 20:00,Lakewood,NJ,Fireball
46587,4/12/12 20:00,Sacramento,CA,Circle
46588,4/12/12 19:00,Buffalo,NY,Other
46589,4/12/12 09:45,Holmes beach,FL,Formation
46590,4/12/12 09:00,Covina,CA,Chevron
46591,4/12/12 06:52,Owensboro,KY,Cylinder
46592,4/12/12 04:35,Kennesaw,GA,Light
46593,4/11/12 23:00,Honolulu,HI,Light
46594,4/11/12 23:00,Clarksburg,MD,Circle
46595,4/11/12 22:30,St. Charles,MO,Chevron
46596,4/11/12 22:07,Connersville,IN,Light
46597,4/11/12 21:58,Casselton,ND,Triangle
46598,4/11/12 21:48,Casselton,ND,Triangle
46599,4/11/12 21:45,Nashville,TN,Circle
46600,4/11/12 21:40,Reinbeck,IA,Light
46601,4/11/12 21:30,Grand Valley,MI,Other
46602,4/11/12 21:30,Oldsmar,FL,Sphere
46603,4/11/12 21:15,Cass Lake,MN,Sphere
46604,4/11/12 21:00,South Milwaukee,WI,Light
46605,4/11/12 21:00,Holden Beach,NC,Light
46606,4/11/12 21:00,Holden Beach,NC,Light
46607,4/11/12 20:45,Kernersville,NC,Light
46608,4/11/12 20:25,Seneca,IL,Light
46609,4/11/12 20:22,Middleton,WI,Sphere
46610,4/11/12 20:04,Lakeside,AZ,Other
46611,4/11/12 20:03,Genoa,IL,Triangle
46612,4/11/12 20:00,Elkridge,MD,Light
46613,4/11/12 20:00,Cleveland,OH,Sphere
46614,4/11/12 20:00,Ames,IA,Fireball
46615,4/11/12 11:10,Haughton,LA,Light
46616,4/11/12 08:40,Janesville,WI,Other
46617,4/11/12 08:20,Omaha,NE,Circle
46618,4/11/12 01:00,Tupelo,MS,Triangle
46619,4/11/12 00:00,Dekalb,IL,Light
46620,4/10/12 23:45,Goshen/Prospect,KY,Triangle
46621,4/10/12 22:30,Gaithersburg,MD,Fireball
46622,4/10/12 22:30,Frostburg/LaVale,MD,Fireball
46623,4/10/12 22:00,Coon Rapids,MN,Light
46624,4/10/12 20:51,Miami,FL,Light
46625,4/10/12 20:15,Galveston,TX,Light
46626,4/10/12 20:10,Boulder,CO,Triangle
46627,4/10/12 20:10,Spanish Fort,AL,Diamond
46628,4/10/12 20:00,Wappingers Falls,NY,Light
46629,4/10/12 20:00,Spanish Fort,AL,Diamond
46630,4/10/12 19:50,La Mesa,CA,Light
46631,4/10/12 19:45,Glendale,AZ,Sphere
46632,4/10/12 18:00,Danville,KY,Sphere
46633,4/10/12 13:45,Summersville,WV,Oval
46634,4/10/12 12:16,Wildomar,CA,Circle
46635,4/10/12 02:54,Livingston (east of),TX,Sphere
46636,4/10/12 02:15,Chalfont,PA,Sphere
46637,4/10/12 02:00,Bantam,CT,Other
46638,4/10/12 01:00,Georgetown,TX,Light
46639,4/9/12 22:15,Holmes Beach,FL,Other
46640,4/9/12 22:00,Snellville,GA,Circle
46641,4/9/12 22:00,Texas city,TX,Oval
46642,4/9/12 21:45,Dysart,IA,Light
46643,4/9/12 21:45,Dysart,IA,Light
46644,4/9/12 21:30,Frisco,NC,Sphere
46645,4/9/12 21:15,Jefferson City,MO,Light
46646,4/9/12 21:00,Carolina Beach,NC,Fireball
46647,4/9/12 21:00,Elkridge,MD,Disk
46648,4/9/12 20:50,San Diego,CA,Sphere
46649,4/9/12 20:45,Raleigh,NC,Light
46650,4/9/12 20:00,Franklin,MI,Flash
46651,4/9/12 12:05,San Marcos,CA,Circle
46652,4/9/12 09:00,Arbutus,MD,Light
46653,4/9/12 06:05,Ventura,CA,Light
46654,4/9/12 03:00,"Washington, D.C.",DC,Light
46655,4/8/12 22:00,Columbus,OH,Oval
46656,4/8/12 21:40,Seattle,WA,Fireball
46657,4/8/12 21:30,Rosemount,MN,Disk
46658,4/8/12 21:30,Seattle,WA,Sphere
46659,4/8/12 20:35,Marysville,CA,Light
46660,4/8/12 20:25,Miami,FL,Circle
46661,4/8/12 20:05,La Mirada,CA,Light
46662,4/8/12 20:00,Norco,CA,Light
46663,4/8/12 10:56,Griswold,CT,Disk
46664,4/8/12 01:30,Kansas City,MO,Disk
46665,4/8/12 01:00,Richmond,VA,Changing
46666,4/8/12 00:32,St. Anthony,ID,Flash
46667,4/7/12 23:00,Citronelle,AL,Triangle
46668,4/7/12 23:00,Kennesaw,GA,Fireball
46669,4/7/12 22:30,Dallas,TX,Triangle
46670,4/7/12 22:15,Orlando,FL,Circle
46671,4/7/12 22:15,Hope,ID,Disk
46672,4/7/12 22:11,Deltona,FL,Circle
46673,4/7/12 21:30,Rocklin,CA,Sphere
46674,4/7/12 21:28,Asheville,NC,Fireball
46675,4/7/12 21:00,Mount Pleasant,MI,Circle
46676,4/7/12 21:00,Cedar Park,TX,Changing
46677,4/7/12 21:00,Mooresville,IN,Light
46678,4/7/12 20:45,Huntington Station,NY,Light
46679,4/7/12 20:00,Oak Forest,IL,Formation
46680,4/7/12 19:00,Kingston,NY,Formation
46681,4/7/12 07:40,Spokane,WA,Triangle
46682,4/7/12 03:00,Sarasota,FL,Light
46683,4/7/12 02:35,Ludowici,GA,Fireball
46684,4/6/12 23:00,Wichita Falls,TX,Light
46685,4/6/12 22:50,Webster,MA,Sphere
