,Date / Time,City,State,Shape
23319,5/10/06 01:00,Moscow,ID,Triangle
23320,5/9/06 23:40,Lewiston,ID,Triangle
23321,5/9/06 16:00,Fayetteville,AR,Cigar
23322,5/9/06 05:20,Yuba City,CA,Light
23323,5/9/06 05:09,San Jose,CA,Light
23324,5/9/06 05:06,Los Altos Hills,CA,Light
23325,5/9/06 03:15,NAS Lemoore,CA,Light
23326,5/8/06 23:00,Wilmington,DE,Triangle
23327,5/7/06 21:30,Brookville/Trotwood,OH,Triangle
23328,5/7/06 21:30,Davenport,IA,Light
23329,5/7/06 21:00,Twenty Nine Palms,CA,Chevron
23330,5/7/06 18:17,Chicago,IL,Sphere
23331,5/7/06 16:25,Old Forge,PA,Formation
23332,5/7/06 12:20,Amboy,WA,Oval
23333,5/7/06 09:30,Spokane,WA,Disk
23334,5/7/06 07:40,Largo,FL,Circle
23335,5/7/06 00:00,Idaho Falls,ID,Triangle
23336,5/7/06 00:00,Idaho Falls,ID,Triangle
23337,5/6/06 23:45,Winona,MN,Formation
23338,5/6/06 23:00,Omaha,NE,Triangle
23339,5/6/06 22:40,Still River,MA,Light
23340,5/6/06 22:20,Newburgh,NY,Light
23341,5/6/06 22:10,Vero Beach,FL,Circle
23342,5/6/06 22:00,Maupin,OR,Light
23343,5/6/06 21:30,Lake Wales,FL,Formation
23344,5/6/06 18:00,Fort Myers,FL,Sphere
23345,5/6/06 16:30,Redford,MI,Sphere
23346,5/6/06 14:30,East Brunswick,NJ,Circle
23347,5/6/06 14:10,Grand Rapids,MI,Other
23348,5/6/06 14:00,Evans,NY,Cylinder
23349,5/6/06 07:45,Westminster,CO,Light
23350,5/6/06 04:45,Maysville,OK,Light
23351,5/6/06 01:00,Orlando,FL,Formation
23352,5/5/06 20:15,Pomona,CA,Light
23353,5/5/06 16:48,North Montpelier,VT,Light
23354,5/4/06 22:40,Westminster,CA,Fireball
23355,5/4/06 22:10,El Paso,TX,Other
23356,5/4/06 21:25,Buckeye,AZ,Light
23357,5/4/06 21:10,San Leandro,CA,Circle
23358,5/4/06 20:52,Scottsdale,AZ,Light
23359,5/4/06 20:30,Port Charlotte,FL,Light
23360,5/4/06 16:00,Glendale,AZ,Sphere
23361,5/4/06 06:00,Deerfield Beach,FL,Fireball
23362,5/4/06,New York City,NY,Oval
23363,5/3/06 22:35,Franklin,IN,Triangle
23364,5/3/06 22:00,Houston,TX,Sphere
23365,5/3/06 21:00,Hollywood,FL,Triangle
23366,5/3/06 21:00,McIntosh,NM,Triangle
23367,5/3/06 18:35,Fort Myers,FL,Sphere
23368,5/2/06 22:00,Panama City Beach,FL,Light
23369,5/2/06 21:25,Redmond,WA,Triangle
23370,5/2/06 19:15,Inver Grove Heights,MN,Circle
23371,5/2/06 01:30,Las Vegas,NV,Circle
23372,5/2/06 01:30,San Jose,CA,Changing
23373,5/2/06 01:00,Omaha,NE,Oval
23374,5/2/06 00:15,Tacoma,WA,Triangle
23375,5/1/06 22:15,Canton,IL,Triangle
23376,5/1/06 22:00,Wilmington,DE,Triangle
23377,5/1/06 21:20,Carthage,NY,Sphere
23378,5/1/06 21:00,San Onofre,CA,Light
23379,5/1/06 21:00,Cartwright,OK,Light
23380,5/1/06 14:30,Las Vegas,NV,Diamond
23381,5/1/06 13:00,Waxahachie,TX,Changing
23382,5/1/06 00:00,Kingsville,MO,Other
23383,5/1/06,Wallace,NC,Formation
23384,6/30/06 22:40,Raddle,IL,Triangle
23385,6/30/06 22:30,Longmont,CO,Rectangle
23386,6/30/06 22:00,Clearwater,FL,Light
23387,6/30/06 21:00,Kansas City,MO,Sphere
23388,6/30/06 19:45,Lakeland,FL,Changing
23389,6/30/06 13:00,Orlando,FL,Sphere
23390,6/30/06 13:00,Woodland Hills,CA,Disk
23391,6/30/06 11:00,Denver,CO,Other
23392,6/30/06 05:49,Hollis,OK,Circle
23393,6/30/06 01:35,Camarillo,CA,Circle
23394,6/30/06 01:30,Mucie,IN,Other
23395,6/30/06 01:00,Flat Rock,MI,Oval
23396,6/30/06 01:00,San Diego,TX,Rectangle
23397,6/30/06 01:00,Galveston,TX,Triangle
23398,6/30/06 01:00,Cookeville,TN,Sphere
23399,6/30/06 01:00,Andover,MA,Fireball
23400,6/29/06 23:30,Shoreview,MN,Sphere
23401,6/29/06 21:00,Sault Ste. Marie,MI,Disk
23402,6/29/06 18:00,Seattle,WA,Disk
23403,6/29/06 10:30,Mountlake Terrace,WA,Light
23404,6/28/06 23:32,Forest Lake,MN,Light
23405,6/28/06 22:16,Bullhead,AZ,Changing
23406,6/28/06 22:00,Casper,WY,Light
23407,6/28/06 21:45,China Spring,TX,Triangle
23408,6/28/06 11:30,Sault Ste. Marie,MI,Cylinder
23409,6/28/06 11:15,Sault Ste. Marie,MI,Rectangle
23410,6/28/06 09:15,unkown,TN,Oval
23411,6/28/06 04:00,Panama City Beach,FL,Diamond
23412,6/27/06 23:00,Little Torch Key,FL,Formation
23413,6/27/06 22:40,Oklahoma City,OK,Light
23414,6/27/06 20:30,Los Angeles,CA,Light
23415,6/27/06 15:00,Vista,CA,Oval
23416,6/27/06 02:00,Portland,OR,Disk
23417,6/27/06,Olympia,WA,Light
23418,6/26/06 21:18,Surprise,AZ,Light
23419,6/26/06 20:30,Tallahassee,FL,Cylinder
23420,6/26/06 18:35,Concordville (York Beach Area),ME,Disk
23421,6/26/06 11:00,Randolph,MA,Disk
23422,6/26/06 03:48,Kansas City,MO,Sphere
23423,6/26/06 03:00,Mechanicsville,VA,Disk
23424,6/25/06 23:54,Fort Pierce,FL,Sphere
23425,6/25/06 23:43,Marlborough,MA,Light
23426,6/25/06 22:45,Portsmouth,VA,Fireball
23427,6/25/06 21:30,Paintsville,KY,Cigar
23428,6/25/06 18:00,Greendale,WI,Oval
23429,6/25/06 14:00,Newport News,VA,Other
23430,6/25/06 07:00,Allen Park,MI,Other
23431,6/24/06 21:30,McAllen,TX,Light
23432,6/24/06 19:30,Columbia,MO,Cylinder
23433,6/24/06 12:00,Granite Falls,WA,Sphere
23434,6/23/06 23:30,Martinez,GA,Light
23435,6/23/06 22:33,Neptune Beach,FL,Circle
23436,6/23/06 22:00,Stockton,KS,Sphere
23437,6/23/06 19:35,Rex,GA,Other
23438,6/23/06 13:00,Swanzey,NH,Circle
23439,6/23/06 11:57,Denver,CO,Disk
23440,6/23/06 11:00,Phoenix,AZ,Other
23441,6/23/06 02:31,Clarksville,TN,Sphere
23442,6/23/06 01:00,Boise,ID,Circle
23443,6/22/06 23:00,Lyons,IL,Light
23444,6/22/06 21:00,Gaithersburg,MD,Fireball
23445,6/22/06 17:35,Sarasota,FL,Other
23446,6/22/06 01:30,Seatle,WA,Flash
23447,6/22/06 00:10,Barnesville,OH,Triangle
23448,6/21/06 21:46,San Jose,CA,Triangle
23449,6/21/06 13:34,Somers,CT,Diamond
23450,6/21/06 00:03,Troy,NY,Other
23451,6/20/06 23:30,Eupora,MS,Other
23452,6/20/06 22:30,Myrtle Beach,SC,Oval
23453,6/20/06 22:30,Lafayette,IN,Fireball
23454,6/20/06 22:00,Rehoboth Beach,DE,Light
23455,6/20/06 21:30,Tucson,AZ,Changing
23456,6/20/06 21:30,Mana,HI,Sphere
23457,6/20/06 21:30,Columbia,MD,Fireball
23458,6/20/06 21:25,Northfield,NJ,Sphere
23459,6/20/06 17:50,Texas (over; in flight),TX,Other
23460,6/20/06 01:00,Coshocton,OH,Oval
23461,6/19/06 22:40,Sedona,AZ,Light
23462,6/19/06 22:00,Normal,IL,Circle
23463,6/19/06 20:30,Fullerton,CA,Disk
23464,6/19/06 20:30,Los Angeles,CA,Other
23465,6/19/06 16:10,Spring Hill,FL,Sphere
23466,6/19/06 11:40,Zephyr Cove,NV,Rectangle
23467,6/19/06 00:30,New Philadelphia,OH,Fireball
23468,6/18/06 22:30,Paulsboro,NJ,Flash
23469,6/18/06 22:00,Carl Junction,MO,Other
23470,6/18/06 19:45,Onset,MA,Sphere
23471,6/18/06 15:00,Minneapolis,MN,Sphere
23472,6/18/06 13:50,Colorado Springs,CO,Triangle
23473,6/18/06 12:30,Pacifica,CA,Cigar
23474,6/18/06 11:00,Augusta,GA,Circle
23475,6/18/06 09:25,San Jose,CA,Triangle
23476,6/18/06 08:30,Miami,AZ,Light
23477,6/18/06 01:20,Delray Beach,FL,Light
23478,6/18/06 01:10,Valley Springs,CA,Flash
23479,6/18/06 01:00,Butler,PA,Light
23480,6/18/06 00:00,Mt. Pleasant,MI,Light
23481,6/17/06 21:45,Warrenville,IL,Other
23482,6/17/06 21:30,Carlsbad,NM,Sphere
23483,6/17/06 20:20,Plains,PA,Circle
23484,6/17/06 20:20,Plains,PA,Other
23485,6/17/06 20:00,Miami,FL,Disk
23486,6/17/06 18:00,Vancouver,WA,Disk
23487,6/17/06 17:30,Carlsbad,NM,Light
23488,6/17/06 10:02,Lake Oswego,OR,Light
23489,6/17/06 05:00,Pittsburg/Antioch,CA,Disk
23490,6/17/06 01:00,Beaumont,TX,Light
23491,6/16/06 23:45,Kirkland,WA,Light
23492,6/16/06 22:30,Fairfield,TX,Formation
23493,6/16/06 22:00,Narragansett,RI,Light
23494,6/16/06 21:30,La Feria,TX,Light
23495,6/16/06 20:00,Mission Hills,CA,Light
23496,6/16/06 15:00,Rocky Mountain National Park,CO,Sphere
23497,6/16/06 01:30,Somers,CT,Diamond
23498,6/15/06 23:52,Buhl,ID,Triangle
23499,6/15/06 21:45,Tampa,FL,Light
23500,6/15/06 21:30,Glen Gardner,NJ,Disk
23501,6/15/06 21:10,Carrollton,IL,Rectangle
23502,6/15/06 21:00,Jacksonville,NC,Fireball
23503,6/15/06 21:00,Wilmington,NC,Light
23504,6/15/06 21:00,St. Thomas,MO,Light
23505,6/15/06 15:00,Fallon,NV,Sphere
23506,6/15/06 03:30,San Antonio,TX,Light
23507,6/15/06 01:43,North Pole,AK,Oval
23508,6/15/06 01:00,New Hampton,NH,Circle
23509,6/15/06,Acme,PA,Other
23510,6/15/06,Colorado (location unspecified; from Amtrak train),CO,Disk
23511,6/14/06 23:15,Davenport,IA,Oval
23512,6/14/06 21:30,Murrieta,CA,Triangle
23513,6/14/06 18:00,North Royalton,OH,Triangle
23514,6/14/06 16:25,Miami Springs,FL,Circle
23515,6/14/06 12:10,Koshkonong,MO,Sphere
23516,6/14/06 03:30,South Lake Tahoe,CA,Light
23517,6/13/06 23:00,San Clemente,CA,Triangle
23518,6/13/06 22:00,Clarksville,TN,Light
23519,6/13/06 22:00,Leesburg,FL,Fireball
23520,6/13/06 20:15,El Cajon,CA,Triangle
23521,6/13/06 13:00,Burns Harbor,IN,Oval
23522,6/13/06 05:00,Southwest,OH,Triangle
23523,6/12/06 23:00,Baton Rouge,LA,Oval
23524,6/12/06 23:00,St. George Island,FL,Sphere
23525,6/12/06 21:50,Spring Valley,CA,Disk
23526,6/12/06 20:00,Bay City,MI,Cylinder
23527,6/12/06 16:30,Westminster,CO,Circle
23528,6/12/06 08:00,Corinth/Lewisville,TX,Triangle
23529,6/12/06 07:45,Pensacola,FL,Light
23530,6/12/06 06:45,Pensacola,FL,Other
23531,6/12/06 04:10,Athens,GA,Triangle
23532,6/12/06 01:55,Issaquah,WA,Light
23533,6/12/06 00:00,Rockwood,TN,Oval
23534,6/11/06 17:30,Phoenix,AZ,Other
23535,6/11/06 02:29,Austin,TX,Fireball
23536,6/10/06 23:55,Columbus,OH,Circle
23537,6/10/06 23:00,Sanford area,CO,Light
23538,6/10/06 23:00,Seattle,WA,Light
23539,6/10/06 22:00,Portland,OR,Fireball
23540,6/10/06 21:40,Redmond,WA,Cylinder
23541,6/10/06 12:05,Fox Lake,IL,Oval
23542,6/10/06 03:00,Logansport,IN,Light
23543,6/10/06 00:45,Jackson,TN,Light
23544,6/10/06 00:00,College Place,WA,Light
23545,6/9/06 23:46,New York City (Bronx),NY,Sphere
23546,6/9/06 20:00,Kernersville,NC,Sphere
23547,6/9/06 03:00,Harwood,TX,Sphere
23548,6/8/06 22:00,Atmore,AL,Other
23549,6/8/06 01:00,Texarkana,TX,Light
23550,6/7/06 21:30,Piedmont,MO,Formation
23551,6/7/06 21:30,Piedmont,MO,Circle
23552,6/7/06 18:10,Houston,TX,Disk
23553,6/7/06 16:00,Albemarle,NC,Light
23554,6/7/06 14:00,Willow Springs,IL,Disk
23555,6/7/06 10:37,Spokane,WA,Changing
23556,6/7/06 02:34,Marion,IL,Disk
23557,6/7/06 00:00,Brick,NJ,Disk
23558,6/7/06 00:00,Martinsville,IL,Changing
23559,6/6/06 23:30,Key Largo,FL,Formation
23560,6/6/06 23:25,Billings,MT,Light
23561,6/6/06 22:00,Howell,MI,Oval
23562,6/6/06 22:00,Portland,OR,Light
23563,6/6/06 21:00,Phoenix,AZ,Sphere
23564,6/6/06 21:00,Green Bay,WI,Light
23565,6/6/06 20:15,Bradley Beach,NJ,Sphere
23566,6/6/06 20:06,Altamonte Springs,FL,Fireball
23567,6/6/06 20:05,Altamonte Springs,FL,Fireball
23568,6/6/06 19:45,El Paso,TX,Changing
23569,6/6/06 11:58,Miami,FL,Circle
23570,6/6/06 11:57,Miami,FL,Circle
23571,6/6/06 10:00,Clark,NJ,Light
23572,6/6/06 08:00,Boise,ID,Triangle
23573,6/6/06 04:15,Pinedale,WY,Circle
23574,6/6/06 01:00,Sonora,CA,Disk
23575,6/6/06 00:01,Glen Allen,VA,Formation
23576,6/5/06 23:57,Simi Valley,CA,Light
23577,6/5/06 23:30,Tampa,FL,Disk
23578,6/5/06 22:30,Florissant (north St. Louis Co.),MO,Sphere
23579,6/5/06 22:00,Culbertson,MT,Fireball
23580,6/5/06 22:00,Yakima,WA,Light
23581,6/5/06 20:35,Oak Ridge,TN,Cigar
23582,6/5/06 17:30,West Simsbury,CT,Flash
23583,6/5/06 12:00,Wisconsin Dells,WI,Cylinder
23584,6/5/06 11:45,Vancouver,WA,Light
23585,6/5/06 10:45,Chicago area,IL,Rectangle
23586,6/5/06 03:10,Fresno,CA,Triangle
23587,6/5/06 02:30,Ormond Beach,FL,Fireball
23588,6/5/06 01:30,Sanders (rural area; 35 miles south of),AZ,Changing
23589,6/5/06 01:00,San Ramon,CA,Sphere
23590,6/5/06 00:05,Mill Valley,CA,Other
23591,6/4/06 23:00,Denver near Aurora,CO,Rectangle
23592,6/4/06 22:15,Chicago,IL,Disk
23593,6/4/06 21:30,Crystal Lake,IL,Changing
23594,6/4/06 18:10,Santa Ana,CA,Formation
23595,6/4/06 12:00,Louisville,KY,Disk
23596,6/4/06 12:00,Grand Rapids,MI,Cylinder
23597,6/3/06 19:00,Los Angeles,CA,Sphere
23598,6/3/06 14:00,Canyon Country,CA,Circle
23599,6/3/06 13:45,St. Peters,MO,Cylinder
23600,6/2/06 21:30,Topaz Mountain (northwest of),UT,Oval
23601,6/2/06 15:00,Harlingen,TX,Triangle
23602,6/2/06 14:00,Wadsworth,IL,Diamond
23603,6/2/06 05:25,Simpsonville,SC,Circle
23604,6/2/06 04:00,Las Cruces,NM,Disk
23605,6/2/06 02:00,Newark,DE,Other
23606,6/1/06 23:00,Rockaway,OR,Sphere
23607,6/1/06 23:00,Olathe,KS,Light
23608,6/1/06 21:45,Boise,ID,Cigar
23609,6/1/06 21:37,Nampa,ID,Fireball
23610,6/1/06 21:30,Stratford,OK,Fireball
23611,6/1/06 21:20,San Angelo,TX,Sphere
23612,6/1/06 21:00,Meridian,ID,Fireball
23613,6/1/06 20:45,North Powder area,OR,Oval
23614,6/1/06 20:00,Albany,NY,Light
23615,6/1/06 17:00,Clinton Township,MI,Disk
23616,6/1/06 15:00,Parkside,PA,Oval
23617,6/1/06 13:00,College Station,TX,Triangle
23618,6/1/06 05:00,Meridian,ID,Cigar
23619,6/1/06 04:00,Ocracoke Island,NC,Triangle
23620,6/1/06 02:00,Bodie (near),CA,Circle
23621,6/1/06 00:00,Lexington,SC,Rectangle
23622,6/1/06 00:00,Pratt,KS,Changing
23623,6/1/06 00:00,Lexington,SC,Rectangle
23624,6/1/06,New York City (Manhattan),NY,Sphere
23625,7/31/06 23:00,High Point,NC,Circle
23626,7/31/06 21:30,Seattle,WA,Fireball
23627,7/31/06 21:14,Carmel,IN,Oval
23628,7/31/06 21:00,Cave Creek,AZ,Rectangle
23629,7/31/06 15:18,SOHO satellite photo,IN,Sphere
23630,7/31/06 10:20,Valley City,OH,Light
23631,7/31/06 02:00,San Antonio,TX,Other
23632,7/31/06 01:00,New York City (Brooklyn),NY,Formation
23633,7/30/06 23:00,Littig (rural),TX,Triangle
23634,7/30/06 23:00,Littig/Webberville (between; rural),TX,Triangle
23635,7/30/06 22:00,Henderson,KY,Light
23636,7/30/06 20:55,Port Allen,LA,Triangle
23637,7/30/06 19:30,West Gardiner,ME,Light
23638,7/30/06 14:12,Honolulu,HI,Other
23639,7/30/06 04:11,Midlothian,TX,Formation
23640,7/30/06 04:01,Marysville,CA,Triangle
23641,7/30/06 03:30,Hyannis,MA,Oval
23642,7/30/06 02:00,Indialantic,FL,Fireball
23643,7/30/06 01:45,Afton,OK,Sphere
23644,7/30/06 00:00,Sanford,FL,Light
23645,7/30/06,Cedar Springs,MI,Fireball
23646,7/29/06 23:00,Dolittle,MO,Light
23647,7/29/06 23:00,Yakima (on I-82),WA,Fireball
23648,7/29/06 22:00,Hillsboro,TX,Light
23649,7/29/06 22:00,Myrtle Beach,SC,Flash
23650,7/29/06 22:00,Salem-Portland,OR,Oval
23651,7/29/06 20:20,Manchester,VT,Light
23652,7/29/06 20:00,Exeter,NH,Changing
23653,7/29/06 18:00,Wichita,KS,Oval
23654,7/29/06 14:30,Portland,OR,Sphere
23655,7/29/06 13:35,Westminster,CO,Cigar
23656,7/29/06 13:00,Clinton,MO,Other
23657,7/29/06 07:07,Fife,WA,Disk
23658,7/29/06 03:00,Sonoma,CA,Circle
23659,7/29/06 03:00,Sonoma,CA,Fireball
23660,7/29/06 03:00,Sonoma,CA,Circle
23661,7/29/06 01:28,Topeka,KS,Light
23662,7/28/06 23:00,Nashville,TN,Light
23663,7/28/06 22:30,Richmond,CA,Flash
23664,7/28/06 21:00,Mayer,AZ,Light
23665,7/28/06 17:00,Atlantic City,NJ,Oval
23666,7/28/06 12:00,New York City (Brooklyn),NY,Circle
23667,7/28/06 11:30,Ephrata,WA,Chevron
23668,7/28/06 07:00,Canyon Country,CA,Chevron
23669,7/28/06 04:40,Loveland,CO,Formation
23670,7/27/06 21:50,Roanoke Rapids,NC,Disk
23671,7/27/06 21:48,Antelope Acres,CA,Other
23672,7/27/06 10:52,Gamaliel,KY,Light
23673,7/27/06 02:00,Methuen,MA,Oval
23674,7/27/06 01:00,Dublin,GA,Triangle
23675,7/26/06 22:55,Massey,MD,Light
23676,7/26/06 22:23,De Pere,WI,Other
23677,7/26/06 22:00,Quincy,MA,Oval
23678,7/26/06 22:00,Seattle,WA,Light
23679,7/26/06 19:00,Myrtle Beach,SC,Light
23680,7/26/06 12:30,Phoenix,AZ,Cigar
23681,7/26/06 06:01,Moultrie,GA,Circle
23682,7/26/06 04:30,Fresno,CA,Light
23683,7/26/06 03:06,San Fransisco,CA,Diamond
23684,7/26/06 03:00,Colinga (near),CA,Light
23685,7/26/06 00:40,Fenton,MI,Disk
23686,7/25/06 23:00,St. Louis (Florissant),MO,Light
23687,7/25/06 22:50,Billings,MO,Light
23688,7/25/06 21:00,Chula Vista,CA,Light
23689,7/25/06 19:30,Delray Beach,FL,Sphere
23690,7/25/06 18:00,Bellevue,WA,Oval
23691,7/25/06 05:45,Fort Lauderdale,FL,Light
23692,7/25/06 04:31,Urbandale,IA,Light
23693,7/25/06 03:45,Corbett,OR,Light
23694,7/24/06 23:45,Searcy,AR,Oval
23695,7/24/06 21:00,Gila Bend - 14 mile west of,AZ,Circle
23696,7/24/06 04:00,Jonesboro,LA,Other
23697,7/24/06 00:00,Brookfield,CT,Other
23698,7/23/06 22:30,Kiel,WI,Light
23699,7/23/06 21:30,Danville,CA,Circle
23700,7/23/06 19:36,Rome,NY,Circle
23701,7/23/06 03:00,Burton,TX,Other
23702,7/22/06 23:00,Virginia Beach,VA,Disk
23703,7/22/06 20:00,Southport,NC,Cigar
23704,7/22/06 16:45,Richmond,CA,Circle
23705,7/22/06 15:00,St. Louis,MO,Triangle
23706,7/22/06 09:00,Prescott Valley,AZ,Circle
23707,7/22/06 03:00,Des Moines,IA,Light
23708,7/22/06 00:48,Deltona,FL,Circle
23709,7/22/06,Three Rivers,TX,Other
23710,7/21/06 23:35,Erie,PA,Light
23711,7/21/06 23:00,Lincoln,NE,Oval
23712,7/21/06 23:00,Novato,CA,Light
23713,7/21/06 22:00,Myrtle Beach,SC,Other
23714,7/21/06 22:00,Sonoma,CA,Flash
23715,7/21/06 16:00,Middletown,OH,Other
23716,7/21/06 10:45,Medford,OR,Light
23717,7/21/06 04:15,Florence/Queen Creek,AZ,Sphere
23718,7/21/06 02:00,Three Rocks,CA,Triangle
23719,7/21/06 01:20,Vancouver,WA,Disk
23720,7/20/06 23:45,Kent,WA,Triangle
23721,7/20/06 20:45,Portland,OR,Diamond
23722,7/20/06 19:50,Milwaukie,OR,Light
23723,7/20/06 10:32,Spokane,WA,Oval
23724,7/20/06 05:35,Shoreview,MN,Cigar
23725,7/20/06 05:30,Newport Beach,CA,Circle
23726,7/20/06 05:00,Idaho Falls,ID,Sphere
23727,7/20/06 04:00,Girard,MI,Oval
23728,7/20/06 01:40,Bremerton,WA,Circle
23729,7/20/06 01:00,Yorba Linda,CA,Sphere
23730,7/20/06 00:00,La Pine,OR,Circle
23731,7/20/06 00:00,Zilwaukee,MI,Triangle
23732,7/20/06,Albuquerque,NM,Disk
23733,7/19/06 23:20,Guilderland,NY,Triangle
23734,7/19/06 21:30,El Monte,CA,Fireball
23735,7/19/06 21:24,Tucson,AZ,Changing
23736,7/19/06 21:00,Scottsdale,AZ,Formation
23737,7/19/06 20:30,Sonora,CA,Fireball
23738,7/19/06 19:20,Albuquerque,NM,Cigar
23739,7/19/06 18:33,Nampa,ID,Other
23740,7/19/06 13:15,Spokane,WA,Light
23741,7/19/06 03:30,Montgomery,AL,Disk
23742,7/19/06 01:30,Murfreesboro,TN,Cylinder
23743,7/19/06 01:00,Coastline/offshore,TX,Other
23744,7/18/06 23:25,Boise,ID,Circle
23745,7/18/06 23:20,Boise,ID,Disk
23746,7/18/06 23:00,Port Richey,FL,Triangle
23747,7/18/06 23:00,Plainfield (near Shorewood),IL,Other
23748,7/18/06 22:08,Dexterville,WI,Triangle
23749,7/18/06 21:30,Lapeer,MI,Disk
23750,7/18/06 21:00,East Meadow,NY,Other
23751,7/18/06 14:30,West Haven,CT,Disk
23752,7/18/06 02:30,Big Sandy,WY,Light
23753,7/18/06 01:15,Navarre,FL,Light
23754,7/18/06,Hamilton,NJ,Light
23755,7/17/06 23:00,Lebanon,IL,Triangle
23756,7/17/06 22:30,Leakey,TX,Light
23757,7/17/06 21:30,Kettleman City/Coalinga (between),CA,Triangle
23758,7/17/06 21:30,Newport,RI,Light
23759,7/17/06 21:04,Las Vegas,NV,Sphere
23760,7/17/06 09:40,Canton,GA,Light
23761,7/17/06 07:15,St. Louis,MO,Rectangle
23762,7/17/06 05:30,Pasadena,MD,Light
23763,7/17/06 03:00,Gig Harbor,WA,Triangle
23764,7/17/06 00:00,Kingston,NY,Light
23765,7/16/06 23:45,Anthony,KS,Light
23766,7/16/06 23:30,Van Nuys,CA,Triangle
23767,7/16/06 23:00,Sim,FL,Triangle
23768,7/16/06 22:00,Villa Park,IL,Light
23769,7/16/06 22:00,Smithfield,RI,Triangle
23770,7/16/06 21:50,New York City (Brooklyn),NY,Light
23771,7/16/06 21:40,La Jolla,CA,Formation
23772,7/16/06 21:00,Hilton Head,SC,Cigar
23773,7/16/06 14:00,Chicago,IL,Circle
23774,7/16/06 13:30,Chicago,IL,Circle
23775,7/16/06 05:20,Seattle,WA,Rectangle
23776,7/15/06 23:30,Whitefish,MT,Chevron
23777,7/15/06 23:15,Sea Bright,NJ,Light
23778,7/15/06 23:00,Algonac,MI,Light
23779,7/15/06 22:15,Dundee,WI,Light
23780,7/15/06 22:05,Crivitz,WI,Circle
23781,7/15/06 22:00,Champaign,IL,Light
23782,7/15/06 22:00,Wallace,ID,Light
23783,7/15/06 22:00,Salem,WV,Triangle
23784,7/15/06 21:55,Mundelein,IL,Light
23785,7/15/06 21:55,Tinley Park,IL,Other
23786,7/15/06 21:00,Lake Byron,SD,Fireball
23787,7/15/06 21:00,Cocoa/Merritt Islands (between),FL,Disk
23788,7/15/06 20:15,Hailey,ID,Fireball
23789,7/15/06 20:00,Westwood,NJ,Light
23790,7/15/06 14:50,Woodland Hills,CA,Formation
23791,7/15/06 14:30,New Mexico (north; while fishing),NM,Disk
23792,7/15/06 13:30,Osmond,NE,Oval
23793,7/15/06 12:30,Lake Villa,IL,Triangle
23794,7/15/06 11:35,Sacramento,CA,Cigar
23795,7/15/06 11:30,Yosemite National Park,CA,Light
23796,7/15/06 11:00,Ottumwa,IA,Light
23797,7/15/06 10:00,Schaumburg,IL,Circle
23798,7/15/06 01:30,St. Louisville,OH,Disk
23799,7/15/06 01:15,South Yarmouth,MA,Sphere
23800,7/15/06 01:00,Southwick,MA,Disk
23801,7/15/06 00:56,Sturgeon Bay (north of),WI,Light
23802,7/15/06 00:03,Sonoma,CA,Fireball
23803,7/15/06 00:00,Columbia,PA,Triangle
23804,7/14/06 23:30,Harpers Ferry,IA,Light
23805,7/14/06 23:30,Myrtle Beach-Cherry Grove,SC,Formation
23806,7/14/06 22:15,Indio,CA,Fireball
23807,7/14/06 22:05,Mahomet/Farmer City,IL,Triangle
23808,7/14/06 21:30,Panama City Beach,FL,Flash
23809,7/14/06 20:47,Port St. Lucie,FL,Circle
23810,7/14/06 19:30,Highlands,NJ,Light
23811,7/14/06 15:00,East Elmhurst,NY,Disk
23812,7/14/06 13:45,Martinton,IL,Disk
23813,7/14/06 05:15,Davison,MI,Light
23814,7/14/06 05:00,Los Angeles,CA,Circle
23815,7/14/06 00:06,Lino Lakes,MN,Other
23816,7/14/06,Los Angeles,CA,Circle
23817,7/13/06 23:45,Clarklake,MI,Light
23818,7/13/06 23:00,Beaufort,SC,Circle
23819,7/13/06 22:45,Leesburg,GA,Formation
23820,7/13/06 22:30,Litchfield,SC,Triangle
23821,7/13/06 22:30,Pawleys Island (near Litchfield),SC,Light
23822,7/13/06 21:00,Los Angeles,CA,Triangle
23823,7/13/06 11:00,Avon,CO,Light
23824,7/13/06 05:30,Manchester,MI,Light
23825,7/13/06 02:20,Redwood City,CA,Circle
23826,7/13/06 01:00,Hancock,WI,Cigar
23827,7/13/06 00:10,Imperial Beach,CA,Changing
23828,7/13/06 00:08,Yakima,WA,Fireball
23829,7/12/06 23:45,Maroa,IL,Changing
23830,7/12/06 23:00,Ashland,WI,Disk
23831,7/12/06 23:00,Hooper,CO,Disk
23832,7/12/06 23:00,Hoquiam,WA,Triangle
23833,7/12/06 17:15,Tampa,FL,Circle
23834,7/12/06 16:15,Cary,NC,Sphere
23835,7/12/06 05:15,Silver City,NM,Circle
23836,7/12/06 05:00,Silver City,NM,Changing
23837,7/12/06 03:45,Sierra Vista,AZ,Changing
23838,7/11/06 23:57,San Pedro,CA,Triangle
23839,7/11/06 23:00,Twinning,MI,Other
23840,7/11/06 20:30,Tucson,AZ,Changing
23841,7/11/06 19:11,Ridgewood,NJ,Light
23842,7/11/06 15:00,Milwaukee,WI,Sphere
23843,7/11/06 08:10,"Gila Indian Reservation & S. Chandler, Ocotillo area",AZ,Changing
23844,7/11/06 02:40,Oak Harbor,WA,Light
23845,7/10/06 22:20,Wilmington,NC,Circle
23846,7/10/06 22:00,Phoenix,AZ,Circle
23847,7/10/06 16:00,Portland,OR,Circle
